epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,1006.88,1.71659,3.58303,4.90129,1.70261,0,0.03052,0.10127,0.01228,0.00964,0.03042,0.10096,0.01234,0.00888,1.23122,2.41981,4.48543,1.46064,0,4.87633e-05,4.87633e-05,4.87633e-05
